מחוז , מעמד מוניצפלי ,מועצה/ עירייה, יישוב,סמל יישוב,ביטולים,טכנולוגיה,סיווג  של הטכנולוגיה,תשובת מחלק,שם הסדרה,תאריך תשובת מחלק,הספק MW
ירושלים,מועצה אזורית,מטה יהודה,טל שחר,462,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],30/10/2022 00:00,0.0576
ירושלים,מועצה אזורית,מטה יהודה,טל שחר,462,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],05/01/2023 00:00,0.0924
ירושלים,מועצה אזורית,מטה יהודה,טל שחר,462,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],02/07/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,טל שחר,462,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],06/11/2023 00:00,0.1188
ירושלים,מועצה אזורית,מטה יהודה,צרעה,567,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],14/05/2023 00:00,0.4404
ירושלים,מועצה אזורית,מטה יהודה,בית נקופה,672,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],29/11/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,בית נקופה,672,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],13/04/2022 00:00,0.012
ירושלים,מועצה אזורית,מטה יהודה,בית נקופה,672,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/09/2022 00:00,0.0396
ירושלים,מועצה אזורית,מטה יהודה,בית נקופה,672,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],02/07/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],12/05/2021 00:00,0.012
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],24/11/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],10/01/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],05/09/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],03/10/2022 00:00,0.12
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/12/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],12/03/2023 00:00,0.18
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],16/05/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,"נתיב הל""ה",693,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],03/09/2023 00:00,0.216
ירושלים,מועצה אזורית,מטה יהודה,בית זית,710,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/10/2021 00:00,0.0432
ירושלים,מועצה אזורית,מטה יהודה,בית זית,710,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/12/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,בית זית,710,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/07/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,בית זית,710,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],25/07/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],23/06/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],17/01/2022 00:00,0.0516
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],26/01/2022 00:00,0.0516
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],11/05/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/07/2022 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/07/2022 00:00,0.0516
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/07/2022 00:00,0.0396
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/07/2022 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/07/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],08/08/2022 00:00,0.0156
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/11/2022 00:00,0.03
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],14/12/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],18/01/2023 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],09/03/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],03/04/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],03/04/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],16/05/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],13/06/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],16/07/2023 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,אשתאול,740,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],06/12/2023 00:00,0.0468
ירושלים,מועצה אזורית,מטה יהודה,שואבה,741,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/08/2023 00:00,0.0552
ירושלים,מועצה אזורית,מטה יהודה,מסילת ציון,742,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],10/05/2021 00:00,0.0204
ירושלים,מועצה אזורית,מטה יהודה,מסילת ציון,742,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],17/07/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,מסילת ציון,742,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],05/12/2023 00:00,0.03
ירושלים,מועצה אזורית,מטה יהודה,תעוז,752,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/05/2021 00:00,0.0828
ירושלים,מועצה אזורית,מטה יהודה,תעוז,752,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],23/10/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,תעוז,752,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],14/11/2021 00:00,0.12
ירושלים,מועצה אזורית,מטה יהודה,תעוז,752,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],07/09/2022 00:00,0.2352
ירושלים,מועצה אזורית,מטה יהודה,תעוז,752,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],29/12/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,תעוז,752,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],05/06/2023 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,תעוז,752,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],11/06/2023 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,מבוא ביתר,771,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],01/02/2022 00:00,0.03
ירושלים,מועצה אזורית,מטה יהודה,מבוא ביתר,771,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],29/08/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,מבוא ביתר,771,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],22/02/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,מבוא ביתר,771,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],16/05/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],17/01/2022 00:00,0.0588
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],26/06/2022 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],15/09/2022 00:00,0.0192
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/09/2022 00:00,0.012
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/09/2022 00:00,0.0096
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],03/10/2022 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/11/2022 00:00,0.0192
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],08/12/2022 00:00,0.0576
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],15/12/2022 00:00,0.15
ירושלים,מועצה אזורית,מטה יהודה,מחסיה,776,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],10/09/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],30/04/2024 00:00,0.756
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.186
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.24
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.24
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.36
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.072
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.132
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.132
ירושלים,מועצה אזורית,מטה יהודה,נחשון,777,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],20/05/2024 00:00,0.132
ירושלים,מועצה אזורית,מטה יהודה,תרום,778,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],12/10/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,תרום,778,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],10/11/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,תרום,778,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],06/11/2022 00:00,0.0588
ירושלים,מועצה אזורית,מטה יהודה,תרום,778,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],23/04/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,תרום,778,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],02/07/2023 00:00,0.0396
ירושלים,מועצה אזורית,מטה יהודה,תרום,778,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],23/07/2023 00:00,0.0588
ירושלים,מועצה אזורית,מטה יהודה,עמינדב,779,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],25/07/2021 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,עמינדב,779,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],04/08/2021 00:00,0.0408
ירושלים,מועצה אזורית,מטה יהודה,עמינדב,779,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],09/08/2021 00:00,0.0552
ירושלים,מועצה אזורית,מטה יהודה,עמינדב,779,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],23/11/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,עמינדב,779,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/12/2021 00:00,0.0588
ירושלים,מועצה אזורית,מטה יהודה,עמינדב,779,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],02/08/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],13/06/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],22/06/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],18/08/2021 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],18/08/2021 00:00,0.0156
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],17/01/2022 00:00,0.0324
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],17/07/2022 00:00,0.0456
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],22/02/2023 00:00,0.1188
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],27/02/2023 00:00,0.0288
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],04/04/2023 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],02/05/2023 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,אורה,780,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],06/11/2023 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,אבן ספיר,783,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],08/06/2021 00:00,0.0396
ירושלים,מועצה אזורית,מטה יהודה,אבן ספיר,783,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],27/06/2021 00:00,0.0516
ירושלים,מועצה אזורית,מטה יהודה,אבן ספיר,783,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],25/07/2021 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,אבן ספיר,783,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],08/08/2021 00:00,0.0756
ירושלים,מועצה אזורית,מטה יהודה,אבן ספיר,783,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],30/11/2021 00:00,0.0204
ירושלים,מועצה אזורית,מטה יהודה,אבן ספיר,783,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],22/05/2022 00:00,0.0588
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],07/07/2021 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/10/2021 00:00,0.0204
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/10/2021 00:00,0.0516
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/10/2021 00:00,0.0204
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/10/2021 00:00,0.048
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],28/10/2021 00:00,0.0324
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],14/11/2021 00:00,0.12
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],29/11/2021 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],29/12/2021 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],16/03/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],24/04/2022 00:00,0.0468
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],27/06/2022 00:00,0.0516
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],19/12/2022 00:00,0.0396
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],07/02/2023 00:00,0.0468
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],09/02/2023 00:00,0.0588
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],17/04/2023 00:00,0.072
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],10/05/2023 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],21/08/2023 00:00,0.0468
ירושלים,מועצה אזורית,מטה יהודה,גבעת יערים,787,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],29/11/2023 00:00,0.06
ירושלים,מועצה אזורית,מטה יהודה,עגור,794,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],02/08/2021 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,עגור,794,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],18/10/2021 00:00,0.12
ירושלים,מועצה אזורית,מטה יהודה,עגור,794,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],26/10/2021 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,עגור,794,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],21/06/2022 00:00,0.0744
ירושלים,מועצה אזורית,מטה יהודה,עגור,794,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],30/11/2023 00:00,0.1188
ירושלים,מועצה אזורית,מטה יהודה,צלפון,796,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],27/06/2021 00:00,0.066
ירושלים,מועצה אזורית,מטה יהודה,צלפון,796,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],27/01/2022 00:00,0.018
ירושלים,מועצה אזורית,מטה יהודה,צלפון,796,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],24/03/2022 00:00,0.12
ירושלים,מועצה אזורית,מטה יהודה,צלפון,796,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,חיבור מתקן תעריפי עד 630 [312],15/08/2022 00:00,0.018
