שנה/ חודש,סוג אסדרה,תחרות באספקה/ אסדרה קיימת,ביתי/ לא ביתי,סיבות לססטוס  ,פירוט סיבת סטטוס ,סטטוס,מספר בקשות
2022/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל,נדחה,3
2022/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,7
2022/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,3
2022/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,218
2022/11,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,90
2022/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,5
2022/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,1
2022/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,15
2022/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2022/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,2
2022/11,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק,נדחה,4
2022/11,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי כוח חסר/לא תקין,נדחה,8
2022/11,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,7
2022/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,19
2022/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,9
2022/11,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,6
2022/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל,נדחה,3
2022/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי כוח חסר/לא תקין,נדחה,4
2022/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,2
2022/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,1
2022/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,1
2022/11,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,1
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,175
2022/12,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,83
2022/12,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,8
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,4
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל,נדחה,4
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי כוח חסר/לא תקין,נדחה,3
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,13
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,1
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק,נדחה,3
2022/12,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,1
2022/12,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,1
2022/12,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,8
2022/12,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,6
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,1
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,67
2023/01,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,79
2023/01,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,44
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,4
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,2
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי כוח חסר/לא תקין,נדחה,2
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,1
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,4
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,1
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,1
2023/01,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק,נדחה,3
2023/01,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי כוח חסר/לא תקין,נדחה,1
2023/01,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,1
2023/01,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,4
2023/01,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,5
2023/01,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק,נדחה,1
2023/01,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,29
2023/01,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,1
2023/01,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,7
2023/01,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,1
2023/01,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,1
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,5
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,95
2023/02,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,135
2023/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,31
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,1
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,2
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי כוח חסר/לא תקין,נדחה,6
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,15
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,5
2023/02,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק,נדחה,1
2023/02,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי כוח חסר/לא תקין,נדחה,4
2023/02,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,2
2023/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,4
2023/02,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,2
2023/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,1
2023/02,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,לא נמצא מידע תואם במערכת המקור,נדחה,5
