מחוז ,מעמד מוניציפלי,מועצה/ עירייה, יישוב,סמל יישוב ,טכנולוגיה,סיווג  של הטכנולוגיה,שם הסדרה,מועד הפעלה מסחרית בפועל ,הספק MW
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שביעית מסחרית,31/12/2015,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.004
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.004
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.011
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.011
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.011
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.014
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.009
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,קרקעי,רישיונות סולאריים בחלוקה,25/06/2013,0.36
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,קרקעי,רישיונות סולאריים בחלוקה,10/05/2015,0.4
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,קרקעי,בור פיוי בינוני הליך תחרותי מכרז 2 [130],22/03/2021,5.85
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,חיבור פיוי הליך תחרותי גגות מכרז 1 [140],30/12/2021,0.456
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],30/04/2019,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],22/05/2019,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],20/12/2019,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],25/12/2019,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],26/05/2020,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],01/09/2020,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],19/11/2020,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],05/01/2021,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],08/02/2021,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],23/05/2021,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],30/08/2021,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],09/12/2024,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית עד 15 עם מונה ייצור [305],11/10/2020,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],03/06/2019,0.0828
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],28/08/2019,0.06
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],02/12/2019,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/12/2019,0.0564
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],12/01/2020,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],12/01/2020,0.066
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/02/2020,0.06
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/05/2020,0.0828
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],23/06/2020,0.0504
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/09/2020,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/01/2021,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/02/2021,0.1476
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/02/2021,0.2076
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/02/2021,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/06/2021,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],10/06/2021,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],11/08/2021,0.2004
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],11/08/2021,0.2004
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],26/08/2021,0.1056
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/10/2021,0.0396
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],21/10/2021,0.2076
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/12/2021,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],20/12/2021,0.1476
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],27/12/2021,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],16/02/2022,0.2064
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],20/02/2022,0.0828
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/05/2022,0.12
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],29/09/2022,0.1656
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],03/10/2022,0.054
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],06/12/2022,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],15/12/2022,0.162
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],15/12/2022,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],15/12/2022,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],15/12/2022,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],15/12/2022,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/01/2023,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],05/03/2023,0.144
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],27/06/2023,0.24
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],02/01/2024,0.157505
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,מתקנים עד 15 [310],19/07/2021,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],17/05/2022,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],20/06/2022,0.018
הדרום,מועצה אזורית,באר טוביה,אביגדור,819,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],02/08/2023,0.06
